<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
META.US,60,20220318,210000,214.29,216.8,214.2,216.5,18380916,0
META.US,60,20220321,150000,214.5,214.71,209.31,209.41,3788958,0
META.US,60,20220321,160000,209.45,210.71,207.63,210.54,4141084,0
META.US,60,20220321,170000,210.52,212.72,210.11,212.57,2418941,0
META.US,60,20220321,180000,212.61,212.9,210.03,210.16,2358704,0
META.US,60,20220321,190000,210.184,210.49,208.6,210.34,1754028,0
META.US,60,20220321,200000,210.285,211.31,209.222,209.24,1419627,0
META.US,60,20220321,210000,209.174,211.61,209.14,211.49,4419633,0
META.US,60,20220322,150000,211.37,215.06,210.18,214.705,2713428,0
META.US,60,20220322,160000,214.73,219.44,214.69,217.899,5322059,0
META.US,60,20220322,170000,217.91,219.27,217.1,217.1,2874364,0
META.US,60,20220322,180000,217.11,217.2,215.315,216.66,2879381,0
META.US,60,20220322,190000,216.655,217.122,215.921,216.81,1601584,0
META.US,60,20220322,200000,216.81,217.1,215.46,216.752,1715782,0
META.US,60,20220322,210000,216.765,218.36,216.155,216.65,5767346,0
META.US,60,20220323,150000,213.455,216.37,213.21,213.925,2250615,0
META.US,60,20220323,160000,213.89,216.27,213.41,215.61,2143457,0
META.US,60,20220323,170000,215.66,216.799,215.28,215.79,1720146,0
META.US,60,20220323,180000,215.8,216.44,214.32,215.69,1637122,0
META.US,60,20220323,190000,215.74,215.87,213.4,214.701,1477064,0
META.US,60,20220323,200000,214.695,214.99,212.16,214.025,3286319,0
META.US,60,20220323,210000,214.04,215.17,213.29,213.46,4053532,0
META.US,60,20220324,150000,215,218.71,214.79,218.348,3191857,0
META.US,60,20220324,160000,218.37,220.67,215.51,216.47,5433429,0
META.US,60,20220324,170000,216.44,219.79,216.36,218.65,2937518,0
META.US,60,20220324,180000,218.61,219.69,217.67,219.6,1987134,0
META.US,60,20220324,190000,219.615,219.89,218.07,218.31,1950950,0
META.US,60,20220324,200000,218.327,218.83,217.46,218.09,1949352,0
META.US,60,20220324,210000,218.108,219.97,217.6,219.57,4854430,0
META.US,60,20220325,150000,220.51,225.5,219.06,223.665,5048777,0
META.US,60,20220325,160000,223.62,225.03,221.85,222.823,5200946,0
META.US,60,20220325,170000,222.85,222.98,218.89,219.555,4518725,0
META.US,60,20220325,180000,219.54,220.92,219.11,219.81,2604378,0
META.US,60,20220325,190000,219.84,221.73,219.26,221.72,2412713,0
META.US,60,20220325,200000,221.735,221.79,219.98,220.87,2716777,0
META.US,60,20220325,210000,220.89,222.23,219.5,221.82,6021372,0
META.US,60,20220328,160000,222.13,224.04,221.64,222.84,2207563,0
META.US,60,20220328,170000,222.91,223,220.76,222.66,2688094,0
META.US,60,20220328,180000,222.67,223.06,219.86,220.045,2554455,0
META.US,60,20220328,190000,220.06,221.26,219.54,220.95,2071582,0
META.US,60,20220328,200000,220.99,222.05,220.77,221.58,1506516,0
META.US,60,20220328,210000,221.605,223.16,221.367,223.15,1405109,0
META.US,60,20220328,220000,223.14,223.68,222.405,223.59,4697646,0
META.US,60,20220329,160000,226.07,227.93,225.29,225.77,2799410,0
META.US,60,20220329,170000,225.78,227.51,225.33,227.43,3166138,0
META.US,60,20220329,180000,227.445,229.15,226.82,229,3519549,0
META.US,60,20220329,190000,229,229.15,227.475,228.675,2517735,0
META.US,60,20220329,200000,228.734,230,227.77,229.76,2423927,0
META.US,60,20220329,210000,229.76,230.369,229.49,229.92,2070587,0
META.US,60,20220329,220000,229.95,230.89,229.1,229.86,5184702,0
META.US,60,20220330,160000,228.91,229.81,227.77,228.3,1952988,0
META.US,60,20220330,170000,228.35,230.85,226.71,228.78,3957473,0
META.US,60,20220330,180000,228.8,230.06,227.54,230.05,2526521,0
META.US,60,20220330,190000,230.015,231.151,229.41,230.925,2383050,0
META.US,60,20220330,200000,230.87,230.93,227.75,228.54,1900617,0
META.US,60,20220330,210000,228.54,229.4,228.14,228.78,2050941,0
META.US,60,20220330,220000,228.81,228.87,226.78,227.85,4242301,0
META.US,60,20220331,160000,228.45,228.49,225.04,226.785,1618990,0
META.US,60,20220331,170000,226.82,227.563,225.48,225.802,2110956,0
META.US,60,20220331,180000,225.82,225.824,224.34,225.01,2281260,0
META.US,60,20220331,190000,225.05,225.19,223.726,224.055,1568125,0
META.US,60,20220331,200000,224.08,225.15,224.04,224.665,1051920,0
META.US,60,20220331,210000,224.646,225.59,223.875,225.49,1237177,0
META.US,60,20220331,220000,225.5,226.15,222.26,222.36,6266281,0
META.US,60,20220401,160000,224.55,226.91,224.07,225.275,2007079,0
META.US,60,20220401,170000,225.25,227.28,224.39,226.78,2151882,0
META.US,60,20220401,180000,226.81,227.045,223.18,223.69,2216230,0
META.US,60,20220401,190000,223.68,224.6,223.08,223.622,1347628,0
META.US,60,20220401,200000,223.56,224.51,222.7,223.81,1379486,0
META.US,60,20220401,210000,223.78,225.15,223.513,224.53,1603411,0
META.US,60,20220401,220000,224.52,224.94,222.98,224.85,3397944,0
META.US,60,20220404,160000,225.98,232.18,225.86,231.71,3152126,0
META.US,60,20220404,170000,231.71,233.37,230,233.18,3576245,0
META.US,60,20220404,180000,233.19,233.74,231.87,233.063,2215270,0
META.US,60,20220404,190000,233.08,234.1,232.55,233.8,1877019,0
META.US,60,20220404,200000,233.76,234.09,232.531,233.53,1576259,0
META.US,60,20220404,210000,233.52,233.99,231.92,233.67,1963378,0
META.US,60,20220404,220000,233.68,234.351,233.19,233.89,4932006,0
META.US,60,20220405,160000,234.08,236.86,232.82,234.13,3660402,0
META.US,60,20220405,170000,234.05,234.97,231.13,232.98,3056926,0
META.US,60,20220405,180000,232.995,233.4,232,232.48,2354639,0
META.US,60,20220405,190000,232.48,233.59,231.21,233.02,2670381,0
META.US,60,20220405,200000,233.03,235.28,232.9,234.07,3215651,0
META.US,60,20220405,210000,234.06,234.661,232.58,232.66,2513992,0
META.US,60,20220405,220000,232.679,232.781,231.02,231.84,4317958,0
META.US,60,20220406,160000,226.91,228.99,224.03,224.21,3021338,0
META.US,60,20220406,170000,224.197,224.79,222.37,224.01,4079741,0
META.US,60,20220406,180000,223.9,224.54,222.701,224.09,1825227,0
META.US,60,20220406,190000,224.1,224.46,222.26,223.15,1784054,0
META.US,60,20220406,200000,223.12,224.57,222.75,223.542,1699792,0
META.US,60,20220406,210000,223.59,225.65,221.405,224.82,3331128,0
META.US,60,20220406,220000,224.825,225.94,222.72,223.27,3301473,0
META.US,60,20220407,160000,223.93,225.52,222.285,224.28,1476418,0
META.US,60,20220407,170000,224.17,225.15,221.66,222.415,1753625,0
META.US,60,20220407,180000,222.4,223.05,219.81,220.31,1695253,0
META.US,60,20220407,190000,220.27,221.13,218.56,219.44,1552779,0
META.US,60,20220407,200000,219.42,222.23,219.21,221.56,1578703,0
META.US,60,20220407,210000,221.55,223.09,221.02,222.99,1296881,0
META.US,60,20220407,220000,223.02,224.9,222.61,222.76,2440339,0
META.US,60,20220408,160000,222.38,222.75,220.028,220.35,1490653,0
META.US,60,20220408,170000,220.258,224.743,220.141,224.533,2628698,0
META.US,60,20220408,180000,224.53,225.13,222.52,224.21,1513070,0
META.US,60,20220408,190000,224.21,225,223.16,224.63,1279454,0
META.US,60,20220408,200000,224.58,224.605,223.197,223.7,982605,0
META.US,60,20220408,210000,223.68,223.94,222.3,223.01,1393944,0
META.US,60,20220408,220000,222.99,224.49,221.88,222.4,2345381,0
META.US,60,20220411,160000,218.42,220.3,217.1,219.58,1551721,0
META.US,60,20220411,170000,219.54,220.61,215.22,215.96,2527651,0
META.US,60,20220411,180000,215.94,218.18,215.61,217.99,1497828,0
META.US,60,20220411,190000,217.97,219.28,217.365,218.71,1513864,0
META.US,60,20220411,200000,218.69,220,218.48,218.92,1585947,0
META.US,60,20220411,210000,218.905,219.51,217.73,218.878,1275500,0
META.US,60,20220411,220000,218.885,219.356,215.97,216.46,4331703,0
META.US,60,20220412,160000,220.235,221.35,217.63,221.12,1792925,0
META.US,60,20220412,170000,221.034,222.03,217.9,218.84,2088999,0
META.US,60,20220412,180000,218.86,219.11,217.65,218.11,1399482,0
META.US,60,20220412,190000,218.13,218.15,216.4,217.07,1497802,0
META.US,60,20220412,200000,217.04,217.66,214.495,214.86,1858064,0
META.US,60,20220412,210000,214.83,215.39,213.84,214.271,1987830,0
META.US,60,20220412,220000,214.235,214.83,213.13,214.14,2758894,0
META.US,60,20220413,160000,211.82,215.59,211.33,214.54,1786587,0
META.US,60,20220413,170000,214.64,216.61,213.88,214.16,2450675,0
META.US,60,20220413,180000,214.17,216.37,214,215.96,1628793,0
META.US,60,20220413,190000,215.99,216.5,215.36,216.47,1035958,0
META.US,60,20220413,200000,216.46,216.49,213.52,214.03,1594451,0
META.US,60,20220413,210000,214.053,214.95,213.86,214.425,1129997,0
META.US,60,20220413,220000,214.425,216.38,214.11,214.99,3939875,0
META.US,60,20220414,160000,214.89,214.99,212.66,213.29,1736642,0
META.US,60,20220414,170000,213.28,213.9,212.15,212.74,1847117,0
META.US,60,20220414,180000,212.749,214.14,212.432,212.65,1277569,0
META.US,60,20220414,190000,212.63,212.99,211.5,212.09,1310105,0
META.US,60,20220414,200000,212.12,212.92,211.73,212.497,956093,0
META.US,60,20220414,210000,212.445,213.3,211.38,211.395,1305579,0
META.US,60,20220414,220000,211.41,211.781,210,210.18,3848878,0
META.US,60,20220418,160000,210,211.4,209.35,210.925,1807084,0
META.US,60,20220418,170000,210.89,213.38,210.45,211.01,2016748,0
META.US,60,20220418,180000,211.015,211.58,209.831,210.31,1143033,0
META.US,60,20220418,190000,210.33,210.37,208.3,208.61,1179371,0
META.US,60,20220418,200000,208.61,211.45,208.31,211.02,1475903,0
META.US,60,20220418,210000,211.08,212.04,210.45,210.98,1400030,0
META.US,60,20220418,220000,210.97,211.16,209.2,210.77,3307167,0
META.US,60,20220419,160000,210.52,212.9,209,212.78,1954616,0
META.US,60,20220419,170000,212.78,215.88,212.415,215.6,2923628,0
META.US,60,20220419,180000,215.58,217.22,215.04,216.87,1829539,0
META.US,60,20220419,190000,216.87,217.79,216.51,217.365,1625183,0
META.US,60,20220419,200000,217.4,218.02,216.82,217.75,1151519,0
META.US,60,20220419,210000,217.74,217.92,216.5,217.08,1247064,0
META.US,60,20220419,220000,217.1,218.43,216.7,217.31,3846227,0
META.US,60,20220420,160000,213.605,214.16,206.65,207.97,4723228,0
META.US,60,20220420,170000,207.97,208.5,203.9,204.96,6110438,0
META.US,60,20220420,180000,204.95,204.98,200.69,201.868,5385572,0
META.US,60,20220420,190000,201.86,202.86,200.42,201.555,3124041,0
META.US,60,20220420,200000,201.57,203.624,201.33,201.97,2630879,0
META.US,60,20220420,210000,201.985,202.42,198.92,199.75,3415103,0
META.US,60,20220420,220000,199.74,202.128,199.7,200.42,6758960,0
META.US,60,20220421,160000,201.6,202.965,198.92,199,3360066,0
META.US,60,20220421,170000,199.05,199.47,193.35,195.053,5850657,0
META.US,60,20220421,180000,195.06,195.27,190.64,190.648,5284721,0
META.US,60,20220421,190000,190.67,191.32,189.66,189.96,5107708,0
META.US,60,20220421,200000,189.955,191.21,189.01,189.58,4039956,0
META.US,60,20220421,210000,189.58,189.66,187.38,187.615,3957070,0
META.US,60,20220421,220000,187.64,188.73,185.58,188.06,6734094,0
META.US,60,20220422,160000,190.37,192.72,187.39,187.67,3741803,0
META.US,60,20220422,170000,187.61,190.56,185.9,186.29,4536954,0
META.US,60,20220422,180000,186.25,187.08,184.178,184.616,3190967,0
META.US,60,20220422,190000,184.6,185.23,183.65,183.78,2451787,0
META.US,60,20220422,200000,183.77,184.84,183.27,184.475,2035291,0
META.US,60,20220422,210000,184.47,185.37,183.97,184.66,2376386,0
META.US,60,20220422,220000,184.68,186.86,183.82,184.11,6401032,0
META.US,60,20220425,160000,182.73,186.365,181.655,183.36,3294684,0
META.US,60,20220425,170000,183.38,187.18,183.29,183.58,3304612,0
META.US,60,20220425,180000,183.595,184.15,181.7,182.23,2651554,0
META.US,60,20220425,190000,182.23,184.7887,181.69,183.69,2053668,0
META.US,60,20220425,200000,183.73,184.3499,182.93,183.63,1845014,0
META.US,60,20220425,210000,183.68,186.2,183.19,185.3298,1917917,0
META.US,60,20220425,220000,185.32,187.1,183.57,186.99,4650009,0
META.US,60,20220426,160000,186.63,187.185,181.81,182.29,2462266,0
META.US,60,20220426,170000,182.27,182.48,180.05,180.745,3136997,0
META.US,60,20220426,180000,180.71,181.03,179.5,180.14,2708261,0
META.US,60,20220426,190000,180.17,182.54,180.09,182.36,2667339,0
META.US,60,20220426,200000,182.38,182.388,180.8465,181.39,1553444,0
META.US,60,20220426,210000,181.39,184.55,181.34,184.37,2844399,0
META.US,60,20220426,220000,184.4,184.72,180.84,180.95,6016350,0
META.US,60,20220427,160000,174.43,181.2099,174.12,177.98,3513912,0
META.US,60,20220427,170000,177.99,178.89,174.74,177.23,3994549,0
META.US,60,20220427,180000,177.195,178.31,175.98,176.605,3409174,0
META.US,60,20220427,190000,176.62,179.76,175.7,178.31,2916165,0
META.US,60,20220427,200000,178.42,179.05,169,172.6806,10820420,0
META.US,60,20220427,210000,172.64,173.71,171.285,172.3848,5861307,0
META.US,60,20220427,220000,172.33,176.02,171.72,174.95,9089269,0
META.US,60,20220428,160000,202.92,208.2,196.02,196.66,13671601,0
META.US,60,20220428,170000,196.6,199.33,192.9,195.315,11878255,0
META.US,60,20220428,180000,195.325,202,194.5454,199.87,11427260,0
META.US,60,20220428,190000,199.89,205.93,199.31,204.55,9155170,0
META.US,60,20220428,200000,204.59,208.0999,204.5512,206.71,6879134,0
META.US,60,20220428,210000,206.7,208.53,205.29,206.51,8954792,0
META.US,60,20220428,220000,206.47,207.478,205.16,205.73,9533089,0
META.US,60,20220429,160000,204.46,212.48,203.75,211.505,6336607,0
META.US,60,20220429,170000,211.51,211.61,205.56,207.575,5701484,0
META.US,60,20220429,180000,207.58,208.15,205.77,206.06,3563295,0
META.US,60,20220429,190000,206.07,206.209,204.4,205.525,2597822,0
META.US,60,20220429,200000,205.525,209.3799,205.5,205.891,5096845,0
META.US,60,20220429,210000,205.93,206.13,202.4216,203.82,3526258,0
META.US,60,20220429,220000,203.8,204.44,199.9,200.47,7972474,0
META.US,60,20220502,160000,201.165,210.73,201,209.65,4479911,0
META.US,60,20220502,170000,209.54,210.86,206.35,207.6099,6700761,0
META.US,60,20220502,180000,207.6,209.43,205.54,206.97,4093623,0
META.US,60,20220502,190000,206.99,207.57,204.51,204.63,3257877,0
META.US,60,20220502,200000,204.61,204.81,202.53,204.1001,3399545,0
META.US,60,20220502,210000,204.0741,205.39,202.3,204.34,3990686,0
META.US,60,20220502,220000,204.3,211.88,203.9301,211.13,9507900,0
META.US,60,20220503,160000,210.45,212.64,208.2301,212.6345,4167867,0
META.US,60,20220503,170000,212.64,213.865,208.09,209.07,5871896,0
META.US,60,20220503,180000,209.08,211.92,208.505,211.2856,3628436,0
META.US,60,20220503,190000,211.33,213.64,209.87,213.155,4220484,0
META.US,60,20220503,200000,213.19,214.8999,212.5,213.76,3885051,0
META.US,60,20220503,210000,213.7,214.1499,211.8,213.69,4125947,0
META.US,60,20220503,220000,213.73,213.97,211.155,212.06,4488909,0
META.US,60,20220504,160000,210.65,211.39,208.44,208.77,2298002,0
META.US,60,20220504,170000,208.71,209.64,207.05,208.07,3083096,0
META.US,60,20220504,180000,208,209.43,206.96,209.28,2150691,0
META.US,60,20220504,190000,209.28,213.3224,208.96,213.305,3693042,0
META.US,60,20220504,200000,213.32,215.265,212.66,215.175,2999141,0
META.US,60,20220504,210000,215.08,220.29,211.5502,219.7,6891606,0
META.US,60,20220504,220000,219.665,224.3,218.93,223.41,8613205,0
META.US,60,20220505,160000,218.74,220.17,215,216.49,3435831,0
META.US,60,20220505,170000,216.58,216.6,208.77,209.8599,5634724,0
META.US,60,20220505,180000,209.83,210.5901,207.6,208.36,3741973,0
META.US,60,20220505,190000,208.32,210.24,207.39,209.92,3184675,0
META.US,60,20220505,200000,209.91,210.91,208.25,208.72,2709708,0
META.US,60,20220505,210000,208.68,209.09,206.58,207.63,2736261,0
META.US,60,20220505,220000,207.66,208.98,206.16,208.28,7782303,0
META.US,60,20220506,160000,207.34,208.5,201.02,202.83,2595213,0
META.US,60,20220506,170000,202.88,209.35,202.51,207.956,3917451,0
META.US,60,20220506,180000,208.02,209.35,205.66,206.145,3567405,0
META.US,60,20220506,190000,206.13,208.9,205.53,208.89,2579997,0
META.US,60,20220506,200000,208.94,209.05,204.94,205.175,2583331,0
META.US,60,20220506,210000,205.16,206.1,204.22,204.3,2133173,0
META.US,60,20220506,220000,204.315,204.86,202.73,203.77,5699966,0
META.US,60,20220509,160000,199.84,202.57,197.69,199.13,3424084,0
META.US,60,20220509,170000,199.03,199.95,196.61,196.915,4193520,0
META.US,60,20220509,180000,196.88,199.62,196.15,198.985,3239395,0
META.US,60,20220509,190000,198.95,201.65,197.97,199.4,3097353,0
META.US,60,20220509,200000,199.38,200.1832,198.205,198.635,2442376,0
META.US,60,20220509,210000,198.61,199.02,197.32,198.44,2324164,0
META.US,60,20220509,220000,198.46,199.5999,195.58,196.25,7118593,0
META.US,60,20220510,160000,199.51,201.23,196.4,199.57,2973474,0
META.US,60,20220510,170000,199.57,202.96,195.63,196.1,4842307,0
META.US,60,20220510,180000,196.11,197.98,194.19,197.1,3832368,0
META.US,60,20220510,190000,197.08,198.0699,195.568,196.14,2526013,0
META.US,60,20220510,200000,196.11,202.19,195.9,202,2768382,0
META.US,60,20220510,210000,201.98,202.035,199.36,200.45,2606376,0
META.US,60,20220510,220000,200.47,201.73,197.265,197.58,3505568,0
META.US,60,20220511,160000,196.325,200.6742,194.14,197.66,2208787,0
META.US,60,20220511,170000,197.73,199.48,194.745,195.56,2761257,0
META.US,60,20220511,180000,195.5534,196.45,193.3658,194.3077,2522197,0
META.US,60,20220511,190000,194.26,194.65,190.34,190.73,2746170,0
META.US,60,20220511,200000,190.69,190.7599,188.38,188.44,2620690,0
META.US,60,20220511,210000,188.46,193.185,188.4,190.705,2900613,0
META.US,60,20220511,220000,190.7,190.86,188.27,188.74,5656102,0
META.US,60,20220512,160000,187.055,190.37,184.78,187.46,2953396,0
META.US,60,20220512,170000,187.41,196.38,186.09,196.23,5719451,0
META.US,60,20220512,180000,196.25,198.05,191.17,191.245,3520464,0
META.US,60,20220512,190000,191.265,193.39,189.81,191.81,2704468,0
META.US,60,20220512,200000,191.78,192.4191,187.04,187.42,2875184,0
META.US,60,20220512,210000,187.37,188.15,185.76,186.05,2882448,0
META.US,60,20220512,220000,186.02,191.39,185.8893,191.24,5705545,0
META.US,60,20220513,160000,192.6,196.4909,191.28,194.8267,2744612,0
META.US,60,20220513,170000,194.84,198.1,194.66,196.79,2754452,0
META.US,60,20220513,180000,196.79,198.77,195.9,198.75,1940915,0
META.US,60,20220513,190000,198.72,199.89,198.08,198.6,1828369,0
META.US,60,20220513,200000,198.6091,199.27,197.2209,197.275,1313704,0
META.US,60,20220513,210000,197.2743,197.69,195.55,197.58,2057323,0
META.US,60,20220513,220000,197.63,198.79,197.24,198.62,4877683,0
META.US,60,20220516,160000,197.05,202.1299,195.93,199.13,3210989,0
META.US,60,20220516,170000,199.135,201.77,198.15,199.055,3596237,0
META.US,60,20220516,180000,199.03,204.1826,198.55,203.97,2561014,0
META.US,60,20220516,190000,204,205.37,201.79,202.09,3574789,0
META.US,60,20220516,200000,202.05,204.285,201.54,203.13,1837549,0
META.US,60,20220516,210000,203.2,204.049,202.53,203.06,1541222,0
META.US,60,20220516,220000,203.1004,203.24,199.29,200.04,4200546,0
META.US,60,20220517,160000,202.115,205.46,201.47,204.0509,3182152,0
META.US,60,20220517,170000,204.07,205.34,200.36,201.22,2739680,0
META.US,60,20220517,180000,201.24,202.76,200.755,201.955,1818395,0
META.US,60,20220517,190000,201.95,202.45,200.83,201.59,1090677,0
META.US,60,20220517,200000,201.61,202.18,200.7605,201.39,1175234,0
META.US,60,20220517,210000,201.41,202.98,198.36,200.505,3732746,0
META.US,60,20220517,220000,200.505,202.79,200.4506,202.62,4835863,0
META.US,60,20220518,160000,200,201,197.6,197.78,2542656,0
META.US,60,20220518,170000,197.8,200.18,197.51,199.63,2471591,0
META.US,60,20220518,180000,199.6455,199.6455,195.23,195.896,2265424,0
META.US,60,20220518,190000,195.92,196.55,194.82,196.5,1462844,0
META.US,60,20220518,200000,196.4999,196.5,193.43,193.72,1638768,0
META.US,60,20220518,210000,193.72,194.49,193.04,193.25,1886950,0
META.US,60,20220518,220000,193.25,194.27,191.63,192.24,5375980,0
META.US,60,20220519,160000,191.2,194.3,189.6,193.1,2618046,0
META.US,60,20220519,170000,193.06,194.74,191.01,192.2,3237305,0
META.US,60,20220519,180000,192.26,194.99,191.8,194.8,2439152,0
META.US,60,20220519,190000,194.82,195.29,192.38,193.1999,1803905,0
META.US,60,20220519,200000,193.1975,193.4787,190.84,193.1938,1793205,0
META.US,60,20220519,210000,193.21,194.0232,191.9,193.39,1727847,0
META.US,60,20220519,220000,193.39,194.1381,190.7,191.29,3993932,0
META.US,60,20220520,160000,194.97,197.91,193.9901,197.355,3327619,0
META.US,60,20220520,170000,197.34,197.71,194.21,194.43,3386050,0
META.US,60,20220520,180000,194.465,194.7262,191.75,192.72,2336168,0
META.US,60,20220520,190000,192.7,192.89,190.17,190.54,2523715,0
META.US,60,20220520,200000,190.56,191.3,187.87,190.95,3824949,0
META.US,60,20220520,210000,190.94,191.5199,189.39,190.36,2222763,0
META.US,60,20220520,220000,190.38,193.74,189.76,193.54,5553896,0
META.US,60,20220523,160000,195.19,195.49,191.91,192.32,2463809,0
META.US,60,20220523,170000,192.23,195.35,191.24,193.66,2900205,0
META.US,60,20220523,180000,193.71,196.46,193.2397,195.715,2266401,0
META.US,60,20220523,190000,195.73,196.9924,194.55,194.57,1889728,0
META.US,60,20220523,200000,194.57,195.0825,193.63,194.475,1693563,0
META.US,60,20220523,210000,194.53,195.75,194.21,194.8,1624212,0
META.US,60,20220523,220000,194.82,196.32,194.7592,196.23,3904188,0
META.US,60,20220524,160000,180.55,183.6759,176.11,176.92,9261943,0
META.US,60,20220524,170000,177,178.63,176.2,177.0121,6652719,0
META.US,60,20220524,180000,177.01,179.7,176.49,178.801,5557643,0
META.US,60,20220524,190000,178.8001,180.72,178.22,178.4312,3561442,0
META.US,60,20220524,200000,178.43,180.78,177.321,179.94,2844264,0
META.US,60,20220524,210000,179.98,181.58,178.46,178.915,3299294,0
META.US,60,20220524,220000,178.9,182.38,178.6501,181.28,6550527,0
META.US,60,20220525,160000,180.4,183.0599,179.32,180.19,2778787,0
META.US,60,20220525,170000,180.17,183.43,179.36,182.845,4481493,0
META.US,60,20220525,180000,182.86,183.2938,181.483,182.38,2012633,0
META.US,60,20220525,190000,182.38,183.2,181.55,182.64,1360205,0
META.US,60,20220525,200000,182.5514,182.59,181.59,182.25,1302087,0
META.US,60,20220525,210000,182.28,184.2499,180.31,184.01,3322766,0
META.US,60,20220525,220000,184.02,185.45,182.51,183.83,3651160,0
META.US,60,20220526,160000,182.878,186.7,182.26,186.54,2046740,0
META.US,60,20220526,170000,186.58,188.29,185.97,188.26,2722161,0
META.US,60,20220526,180000,188.27,189.99,188.16,189.915,1894858,0
META.US,60,20220526,190000,189.9166,191.5,189.59,191.5,1799652,0
META.US,60,20220526,200000,191.5,192.4152,190.09,192.27,1873867,0
META.US,60,20220526,210000,192.23,192.8301,191.35,192.1512,1964589,0
META.US,60,20220526,220000,192.14,192.5,190.44,191.63,4667275,0
META.US,60,20220527,160000,191.36,192.78,189.8,192.3064,3028719,0
META.US,60,20220527,170000,192.34,194.72,191.7037,191.9,2824917,0
META.US,60,20220527,180000,191.91,193.76,191.07,193.7225,2130830,0
META.US,60,20220527,190000,193.73,194.2935,193.2401,193.86,1516537,0
META.US,60,20220527,200000,193.8501,194.2436,193.451,193.76,1325855,0
META.US,60,20220527,210000,193.7897,194.47,193.48,194.25,1749925,0
META.US,60,20220527,220000,194.26,195.3329,193.9801,195.13,4561238,0
META.US,60,20220531,160000,194.885,195.8,192.81,193.92,2190530,0
META.US,60,20220531,170000,193.92,196.0399,192.01,194.99,2673041,0
META.US,60,20220531,180000,194.9884,197.12,194.06,196.8941,1858613,0
META.US,60,20220531,190000,196.89,197.6,195.9,197.1499,1765818,0
META.US,60,20220531,200000,197.13,197.2639,195.06,197.125,1270092,0
META.US,60,20220531,210000,197.105,197.14,193.98,194.74,1411641,0
META.US,60,20220531,220000,194.7,196.77,193.23,193.64,7382187,0
META.US,60,20220601,160000,196.51,199.53,196.34,198.78,3148667,0
META.US,60,20220601,170000,198.83,198.95,193.51,195.0797,3105552,0
META.US,60,20220601,180000,195.05,195.05,192.344,192.6099,1788097,0
META.US,60,20220601,190000,192.61,192.749,190.44,191.52,1611000,0
META.US,60,20220601,200000,191.43,192.3481,190.75,192.12,1443716,0
META.US,60,20220601,210000,192.11,194.17,191.92,193.2812,1771623,0
META.US,60,20220601,220000,193.28,194,185,188.64,13875757,0
META.US,60,20220602,160000,188.45,192.34,187.73,191.01,3079639,0
META.US,60,20220602,170000,191.03,192.77,189.77,192.6486,2991954,0
META.US,60,20220602,180000,192.65,195.06,192.51,194.52,3219575,0
META.US,60,20220602,190000,194.54,198.35,194.51,197.9,2971279,0
META.US,60,20220602,200000,197.92,199.68,197.18,199.26,2438872,0
META.US,60,20220602,210000,199.2386,200.935,199.05,199.56,3898396,0
META.US,60,20220602,220000,199.5453,199.7136,197.05,198.86,5139526,0
META.US,60,20220603,160000,195.98,196.61,194.05,195.2,1843410,0
META.US,60,20220603,170000,195.15,196.14,191.45,191.61,2603816,0
META.US,60,20220603,180000,191.6,191.8995,190.56,191.13,1806765,0
META.US,60,20220603,190000,191.12,192.71,190.92,192.516,1331092,0
META.US,60,20220603,200000,192.5,193.355,190.95,191.285,1320643,0
META.US,60,20220603,210000,191.3036,191.8836,190.52,190.8,1350419,0
META.US,60,20220603,220000,190.8,191.01,189.78,190.79,2710942,0
META.US,60,20220606,160000,193.99,194.63,190.9,192.06,1992267,0
META.US,60,20220606,170000,192.09,194.52,192.05,193.18,2349968,0
META.US,60,20220606,180000,193.21,193.6899,190.51,190.52,1981841,0
META.US,60,20220606,190000,190.51,190.52,188.4,189.64,1817923,0
META.US,60,20220606,200000,189.635,196.69,188.62,196.24,5005024,0
META.US,60,20220606,210000,196.26,196.92,192.61,194.52,5872888,0
META.US,60,20220606,220000,194.48,195.01,193.32,194.25,4924143,0
META.US,60,20220607,160000,191.93,194.86,191.49,192.95,2251588,0
META.US,60,20220607,170000,193,196.53,192.32,195.925,2672953,0
META.US,60,20220607,180000,195.95,195.97,193.4401,194.4,1895673,0
META.US,60,20220607,190000,194.39,194.63,193.31,194.02,1354904,0
META.US,60,20220607,200000,194.01,194.59,193.53,194.04,1296846,0
META.US,60,20220607,210000,194.05,195.0466,193.9,194.28,1400220,0
META.US,60,20220607,220000,194.26,195.96,194.1897,195.65,3256226,0
META.US,60,20220608,160000,194.67,199.6213,194.41,199.14,2611570,0
META.US,60,20220608,170000,199.135,200.83,198.47,199.4,3242735,0
META.US,60,20220608,180000,199.43,202.03,199.04,199.9899,2443847,0
META.US,60,20220608,190000,199.95,200.58,197.5,198.3,1902693,0
META.US,60,20220608,200000,198.3,198.35,196.76,197.845,1194977,0
META.US,60,20220608,210000,197.84,198.29,196.35,196.71,1616858,0
META.US,60,20220608,220000,196.72,197.47,195.82,196.64,3583111,0
META.US,60,20220609,160000,194.05,199.45,193.25,197.56,2406411,0
META.US,60,20220609,170000,197.41,197.56,193.7901,194.81,2657099,0
META.US,60,20220609,180000,194.8,195.1,191.69,192.3712,2359177,0
