<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
META.US,60,20220609,190000,192.33,192.6,190.85,191.7,1608984,0
META.US,60,20220609,200000,191.68,191.76,188.93,190.35,1773955,0
META.US,60,20220609,210000,190.35,190.44,188.29,188.33,1877194,0
META.US,60,20220609,220000,188.32,188.33,183.68,184,5560601,0
META.US,60,20220610,160000,183.04,183.1,179.24,180.02,2256506,0
META.US,60,20220610,170000,179.95,179.98,177.21,177.31,3455039,0
META.US,60,20220610,180000,177.26,177.84,175.33,176.25,2208383,0
META.US,60,20220610,190000,176.29,177.07,175.51,175.835,1483759,0
META.US,60,20220610,200000,175.825,177.5,175.02,176.8025,1861909,0
META.US,60,20220610,210000,176.84,177.9773,176.17,177.58,1662201,0
META.US,60,20220610,220000,177.6,178.265,175.51,175.57,5458800,0
META.US,60,20220613,160000,170.59,172.575,168.775,169.085,2664692,0
META.US,60,20220613,170000,169.0798,170.07,167.33,167.57,3439661,0
META.US,60,20220613,180000,167.53,168.2557,166.67,167.66,2930408,0
META.US,60,20220613,190000,167.67,169.0548,167.4073,167.86,1998768,0
META.US,60,20220613,200000,167.86,168.84,167.54,168.35,1846874,0
META.US,60,20220613,210000,168.37,168.39,166.15,166.1857,1966322,0
META.US,60,20220613,220000,166.175,166.67,164.03,164.26,7062988,0
META.US,60,20220614,160000,166.03,166.75,162.2499,164.65,2349841,0
META.US,60,20220614,170000,164.64,165.66,161.86,163.11,3090014,0
META.US,60,20220614,180000,163.11,164.39,161.3601,164.28,2489545,0
META.US,60,20220614,190000,164.27,165.14,163.4,165.0001,2670136,0
META.US,60,20220614,200000,165.01,166.63,163.73,163.8,1930824,0
META.US,60,20220614,210000,163.79,164.38,162.77,162.93,1515828,0
META.US,60,20220614,220000,162.9389,164.63,162.03,163.73,4660338,0
META.US,60,20220615,160000,167.2,168.74,165.14,165.435,2746020,0
META.US,60,20220615,170000,165.4553,166.53,163.975,164.6422,3709027,0
META.US,60,20220615,180000,164.62,166.42,164.56,165.95,1856124,0
META.US,60,20220615,190000,165.975,167.8193,165.9,166.18,2184354,0
META.US,60,20220615,200000,166.16,170.15,166.13,168.885,2082508,0
META.US,60,20220615,210000,168.96,171.87,165.37,168.6447,3105632,0
META.US,60,20220615,220000,168.63,172.16,168.26,169.35,5373981,0
META.US,60,20220616,160000,163.72,165.08,161.88,162.48,1919123,0
META.US,60,20220616,170000,162.475,162.475,159.62,160.0906,2856016,0
META.US,60,20220616,180000,160.08,162.11,160.07,161.385,1915691,0
META.US,60,20220616,190000,161.385,162.51,160.2696,161.93,1803948,0
META.US,60,20220616,200000,162.01,162.849,159.87,159.96,1821717,0
META.US,60,20220616,210000,159.8706,160.83,159.61,160.09,2138410,0
META.US,60,20220616,220000,160.0883,161.7,159.71,160.87,6010632,0
META.US,60,20220617,160000,161.68,164,161.6,163.56,4200674,0
META.US,60,20220617,170000,163.63,163.685,159.9,161.51,2289517,0
META.US,60,20220617,180000,161.49,163.95,160.8612,163.15,2070897,0
META.US,60,20220617,190000,163.16,164.87,162.75,164.345,1602876,0
META.US,60,20220617,200000,164.36,165.9,164.09,164.66,1669541,0
META.US,60,20220617,210000,164.68,164.97,163.79,163.9071,1397456,0
META.US,60,20220617,220000,163.9,164.43,162.45,163.74,7681468,0
META.US,60,20220621,160000,165.93,167.76,164.72,166.5,2565085,0
META.US,60,20220621,170000,166.5125,166.89,164.74,164.91,4216932,0
META.US,60,20220621,180000,164.9264,165.085,162.4736,162.495,3519614,0
META.US,60,20220621,190000,162.495,162.7073,160.27,160.325,4305980,0
META.US,60,20220621,200000,160.34,160.35,157.86,158.2119,8048030,0
META.US,60,20220621,210000,158.21,158.28,155.97,157.1701,7246946,0
META.US,60,20220621,220000,157.195,157.87,156.68,157.05,11004532,0
META.US,60,20220622,160000,158.38,160.39,157.43,157.64,7068598,0
META.US,60,20220622,170000,157.67,160.79,157.6261,159.6,6718082,0
META.US,60,20220622,180000,159.58,160.0499,157.65,157.91,4655540,0
META.US,60,20220622,190000,157.915,159.38,157.82,159.24,2601757,0
META.US,60,20220622,200000,159.265,159.72,158.6,159.37,2454564,0
META.US,60,20220622,210000,159.4,159.86,158.0901,158.365,2548903,0
META.US,60,20220622,220000,158.38,158.45,155.44,155.85,9371461,0
META.US,60,20220623,160000,156.27,156.8,154.25,156.1,4844252,0
META.US,60,20220623,170000,156.12,158.63,155.73,157.8894,6398178,0
META.US,60,20220623,180000,157.9,159.29,157.2973,158.25,3958548,0
META.US,60,20220623,190000,158.23,158.29,155.63,155.765,3241683,0
META.US,60,20220623,200000,155.77,157.097,155.2107,157.088,2267943,0
META.US,60,20220623,210000,157.096,157.505,156.37,157.085,2393088,0
META.US,60,20220623,220000,157.1,159.75,156.88,158.75,7042985,0
META.US,60,20220624,160000,161.725,167.95,161.3,166.44,7242711,0
META.US,60,20220624,170000,166.44,169.53,166.31,166.78,6720084,0
META.US,60,20220624,180000,166.7999,168.4899,166.5614,168.12,3599858,0
META.US,60,20220624,190000,168.11,168.81,167.62,168.32,1716254,0
META.US,60,20220624,200000,168.34,168.75,167.14,167.41,2243123,0
META.US,60,20220624,210000,167.4199,168.665,167.24,168.28,1923300,0
META.US,60,20220624,220000,168.28,170.25,167.5201,170.17,5826035,0
META.US,60,20220627,160000,171.32,171.75,168.15,169.25,3991761,0
META.US,60,20220627,170000,169.31,170.93,168.01,170.9299,3397267,0
META.US,60,20220627,180000,170.9173,171.015,169.06,169.8711,2430290,0
META.US,60,20220627,190000,169.9,170.13,168.16,169.92,2643159,0
META.US,60,20220627,200000,169.94,169.985,168.74,169.15,1642933,0
META.US,60,20220627,210000,169.15,171.14,168.85,170.27,2830177,0
META.US,60,20220627,220000,170.255,170.36,168.85,169.49,6452084,0
META.US,60,20220628,160000,169.9,171.3,168.53,170.1,3013220,0
META.US,60,20220628,170000,170.09,170.8,167.83,168.85,3041925,0
META.US,60,20220628,180000,168.81,169.1316,164.37,164.64,2891588,0
META.US,60,20220628,190000,164.655,165.05,163.51,164.0554,2285157,0
META.US,60,20220628,200000,164.03,164.06,162.92,162.99,1771505,0
META.US,60,20220628,210000,163,163.41,162.34,163.1,1994905,0
META.US,60,20220628,220000,163.09,163.1734,160.61,160.68,6355888,0
META.US,60,20220629,160000,163.57,164.97,160.32,164.73,4241745,0
META.US,60,20220629,170000,164.71,166.33,163.48,163.73,4923495,0
META.US,60,20220629,180000,163.75,164.085,162.27,164.02,2740910,0
META.US,60,20220629,190000,164,164.06,162.1501,162.9,2110314,0
META.US,60,20220629,200000,162.8779,163.3,162.1915,162.905,1496397,0
META.US,60,20220629,210000,162.89,163.64,162.03,162.09,1748745,0
META.US,60,20220629,220000,162.09,164.46,161.76,163.94,5068271,0
META.US,60,20220630,160000,162.15,163.98,159.69,159.79,2893597,0
META.US,60,20220630,170000,159.766,163.14,158.49,162.925,4860411,0
META.US,60,20220630,180000,162.925,164.84,162.15,164.0898,3605299,0
META.US,60,20220630,190000,164.06,164.93,162.58,164.55,2242126,0
META.US,60,20220630,200000,164.56,165.23,163.04,164.68,4203611,0
META.US,60,20220630,210000,164.74,164.98,161.59,161.96,2926633,0
META.US,60,20220630,220000,161.94,162.4,160.01,161.25,7057251,0
META.US,60,20220701,160000,160.31,160.6,155.46,157.81,5354452,0
META.US,60,20220701,170000,157.82,158.95,155.05,155.3226,4171662,0
META.US,60,20220701,180000,155.31,157.43,155,156.55,3098822,0
META.US,60,20220701,190000,156.535,157.8217,155.64,156.86,2529845,0
META.US,60,20220701,200000,156.84,158.77,156.48,158.77,2477749,0
META.US,60,20220701,210000,158.78,159.61,157.66,159.38,2632551,0
META.US,60,20220701,220000,159.43,160.11,158.69,160.03,4742052,0
META.US,60,20220705,160000,158.14,158.9499,157.03,158.27,2517876,0
META.US,60,20220705,170000,158.17,163.6293,157.8427,161.77,3937153,0
META.US,60,20220705,180000,161.795,163.8999,160.61,163.36,2518518,0
META.US,60,20220705,190000,163.38,165.63,163.1,163.9,2566321,0
META.US,60,20220705,200000,163.88,166.1,163.8,165.41,2198183,0
META.US,60,20220705,210000,165.43,167.35,164.74,167.05,2621237,0
META.US,60,20220705,220000,167.03,168.25,166.16,168.19,5404134,0
META.US,60,20220706,160000,168.2,168.97,165.46,167.75,2517231,0
META.US,60,20220706,170000,167.63,168,166.08,167.5113,2101289,0
META.US,60,20220706,180000,167.5,168.55,166.44,167.04,1822211,0
META.US,60,20220706,190000,167.021,168.3517,166.82,168.2901,1078179,0
META.US,60,20220706,200000,168.32,169.26,168.2079,169.195,1614372,0
META.US,60,20220706,210000,169.17,170.59,167.5202,170.5501,2992610,0
META.US,60,20220706,220000,170.57,171.59,169.0801,169.77,5311277,0
META.US,60,20220707,160000,169.45,171.23,168.811,169.28,2395634,0
META.US,60,20220707,170000,169.2717,170.39,167.78,170.287,3960966,0
META.US,60,20220707,180000,170.27,171.03,169.71,171.01,2290698,0
META.US,60,20220707,190000,171.03,171.89,170.8665,171.8124,1937215,0
META.US,60,20220707,200000,171.82,172.4,171.1801,172.3673,1757579,0
META.US,60,20220707,210000,172.3602,172.72,171.23,171.5501,1782315,0
META.US,60,20220707,220000,171.58,172.51,171.42,172.17,3225183,0
META.US,60,20220708,160000,169.98,171.37,168.45,168.7624,1832080,0
META.US,60,20220708,170000,168.71,171.5,168.1501,171.45,2712630,0
META.US,60,20220708,180000,171.4048,172.4,170.68,171.83,2298180,0
META.US,60,20220708,190000,171.835,171.9169,169.27,169.5099,2071712,0
META.US,60,20220708,200000,169.49,170.8378,169.09,170.44,1404257,0
META.US,60,20220708,210000,170.42,171.6125,170.157,171.537,1489184,0
META.US,60,20220708,220000,171.55,171.7101,170.61,170.88,3139741,0
META.US,60,20220711,160000,167.065,167.49,162.27,163.095,3264335,0
META.US,60,20220711,170000,163.01,164.66,162.34,163.18,2567173,0
META.US,60,20220711,180000,163.18,163.88,162.96,163.65,1323945,0
META.US,60,20220711,190000,163.66,164.3,163.25,163.975,1348121,0
META.US,60,20220711,200000,163.97,165.17,163.85,164.99,1214670,0
META.US,60,20220711,210000,165.0458,165.08,162.58,162.58,1972475,0
META.US,60,20220711,220000,162.57,163.2,161.91,162.889,4582175,0
META.US,60,20220712,160000,164.8,165.9107,163.51,163.5901,1808475,0
META.US,60,20220712,170000,163.6,164.54,162.6103,163.51,2033614,0
META.US,60,20220712,180000,163.53,164.98,163.32,163.95,1376972,0
META.US,60,20220712,190000,163.95,165.8,163.66,165.17,1620262,0
META.US,60,20220712,200000,165.17,165.6,164.315,165.19,947080,0
META.US,60,20220712,210000,165.19,165.28,163.81,163.885,1010387,0
META.US,60,20220712,220000,163.8612,163.905,162.1,163.27,3748923,0
META.US,60,20220713,160000,160.16,162.2939,159.6127,161.6899,1877350,0
META.US,60,20220713,170000,161.625,164.8971,160.31,163.88,2324471,0
META.US,60,20220713,180000,163.82,164.6379,162.7301,163.79,1103328,0
META.US,60,20220713,190000,163.77,164.44,162.83,164.38,859269,0
META.US,60,20220713,200000,164.3808,164.98,163.8001,164.435,938678,0
META.US,60,20220713,210000,164.42,164.95,163.2147,164.8,1109492,0
META.US,60,20220713,220000,164.785,164.88,163.12,163.49,2854105,0
META.US,60,20220714,160000,161.22,162.59,157.9201,158.8362,2464712,0
META.US,60,20220714,170000,158.8197,159.06,157.2801,158.58,2577765,0
META.US,60,20220714,180000,158.595,159.4399,158.01,158.6218,2021870,0
META.US,60,20220714,190000,158.625,158.7999,157.55,157.76,1206314,0
META.US,60,20220714,200000,157.77,158.7,157.42,157.97,1605816,0
META.US,60,20220714,210000,157.99,159.11,157.55,158.2927,2272541,0
META.US,60,20220714,220000,158.3271,158.59,157.51,158.05,4580060,0
META.US,60,20220715,160000,160.54,162.3612,159.82,160.43,2434077,0
META.US,60,20220715,170000,160.44,163.3231,160.1912,161.95,2857495,0
META.US,60,20220715,180000,161.94,164.01,161.71,163.62,1919028,0
META.US,60,20220715,190000,163.59,163.95,162.94,163.745,1430969,0
META.US,60,20220715,200000,163.725,164.69,163.5144,164.68,1349608,0
META.US,60,20220715,210000,164.68,164.98,164.22,164.605,1665512,0
META.US,60,20220715,220000,164.58,164.8,163.6806,164.7,4789732,0
META.US,60,20220718,160000,166.75,169.08,165.64,168.28,2397695,0
META.US,60,20220718,170000,168.35,168.45,166.5585,167.9374,1806535,0
META.US,60,20220718,180000,167.96,170.63,167.84,170.61,2444764,0
META.US,60,20220718,190000,170.64,171.685,170.45,170.54,2547769,0
META.US,60,20220718,200000,170.52,170.85,168.3,168.59,1758692,0
META.US,60,20220718,210000,168.58,169.24,167.066,167.29,1838286,0
META.US,60,20220718,220000,167.26,167.98,166.69,167.23,4357508,0
META.US,60,20220719,160000,170.37,172.19,169.9617,171.56,2621617,0
META.US,60,20220719,170000,171.56,172.8699,169.51,172.6,2820894,0
META.US,60,20220719,180000,172.6251,174.72,172.48,174.6988,2739270,0
META.US,60,20220719,190000,174.6928,175.5,174.08,175.4464,2507445,0
META.US,60,20220719,200000,175.45,176.05,174.61,175.72,2015906,0
META.US,60,20220719,210000,175.7585,176.49,175.21,176.23,1937555,0
META.US,60,20220719,220000,176.23,176.27,175.41,175.78,5083714,0
META.US,60,20220720,160000,177.485,179.65,177.09,177.76,3044825,0
META.US,60,20220720,170000,177.79,181.11,176.7,181.02,2985764,0
META.US,60,20220720,180000,181.0101,181.98,180.05,181.81,1876620,0
META.US,60,20220720,190000,181.75,182.88,180.16,181.2366,2792059,0
META.US,60,20220720,200000,181.1401,181.74,179.5,180.52,1976272,0
META.US,60,20220720,210000,180.51,182.73,180.48,182.5367,1740918,0
META.US,60,20220720,220000,182.54,183.6,182.385,183.09,4441131,0
META.US,60,20220721,160000,180.63,182.97,178.87,182.77,2270697,0
META.US,60,20220721,170000,182.85,183.44,178.95,181.105,3149820,0
META.US,60,20220721,180000,181.0808,183.42,181.02,182.87,2164106,0
META.US,60,20220721,190000,182.89,183.54,181.96,182.14,1697693,0
META.US,60,20220721,200000,182.14,182.82,181.1272,181.59,2069080,0
META.US,60,20220721,210000,181.6089,183.26,181.4501,183.245,1829726,0
META.US,60,20220721,220000,183.245,183.85,182.0805,183.17,5431927,0
META.US,60,20220722,160000,173.07,175.58,172.11,172.82,6692771,0
META.US,60,20220722,170000,172.81,173.3699,171.8,172.78,5395186,0
META.US,60,20220722,180000,172.75,172.81,169.42,169.98,4832552,0
META.US,60,20220722,190000,169.92,170.14,168.7205,168.93,3009603,0
META.US,60,20220722,200000,168.9399,169.84,168.61,169.6661,2621314,0
META.US,60,20220722,210000,169.67,170.08,168.41,169.435,3548358,0
META.US,60,20220722,220000,169.4699,169.91,168.75,169.27,6221139,0
META.US,60,20220725,160000,169,170.57,168.66,169.215,3302098,0
META.US,60,20220725,170000,169.2271,169.7412,166.75,167.07,3181482,0
META.US,60,20220725,180000,167.06,167.58,166.28,166.6,2312493,0
META.US,60,20220725,190000,166.62,167.2399,166.15,166.75,1565893,0
META.US,60,20220725,200000,166.76,167.03,165.4,165.56,1824977,0
META.US,60,20220725,210000,165.53,166.1496,164.93,165.125,1921143,0
META.US,60,20220725,220000,165.19,166.73,164.805,166.65,4807946,0
META.US,60,20220726,160000,165.95,166,163.25,163.5366,2313235,0
META.US,60,20220726,170000,163.54,163.95,162.54,162.82,2558679,0
META.US,60,20220726,180000,162.84,162.95,161.15,161.2101,2420710,0
META.US,60,20220726,190000,161.2342,161.9139,160.87,161.15,1548295,0
META.US,60,20220726,200000,161.114,161.47,159.85,160.24,2164902,0
META.US,60,20220726,210000,160.24,160.61,158.58,158.705,2850050,0
META.US,60,20220726,220000,158.69,159.425,157.95,159.15,5724487,0
META.US,60,20220727,160000,162.59,165.25,162.02,163.92,2790908,0
META.US,60,20220727,170000,163.915,166.48,163.75,166.35,3035546,0
META.US,60,20220727,180000,166.4,167.6877,166.3099,167.55,2579252,0
META.US,60,20220727,190000,167.54,168.19,167.295,167.4056,2311462,0
META.US,60,20220727,200000,167.4099,168.21,166.25,167.92,2325269,0
META.US,60,20220727,210000,167.915,170.47,166.66,169.47,4082498,0
META.US,60,20220727,220000,169.5,170.87,167.9604,169.36,7018255,0
META.US,60,20220728,160000,161.06,161.51,154.85,156.49,13036196,0
META.US,60,20220728,170000,156.475,158.95,155.89,158.395,9664844,0
META.US,60,20220728,180000,158.4001,161.49,157.92,160.6893,7984051,0
META.US,60,20220728,190000,160.69,161.08,158.6,158.91,5214969,0
META.US,60,20220728,200000,158.91,159.75,157.78,159.19,4491165,0
META.US,60,20220728,210000,159.19,159.2399,157.29,159.145,4639006,0
META.US,60,20220728,220000,159.14,160.82,158.8,160.72,9825782,0
META.US,60,20220729,160000,157.69,158.59,155.67,157.845,5308728,0
META.US,60,20220729,170000,157.875,158.77,156.18,156.1899,4833626,0
META.US,60,20220729,180000,156.19,156.42,155.25,155.52,4145800,0
META.US,60,20220729,190000,155.56,156.695,155.17,156.53,2666837,0
META.US,60,20220729,200000,156.545,158.93,156.51,158.5643,3980405,0
META.US,60,20220729,210000,158.6005,159.93,158.29,159.84,3328332,0
META.US,60,20220729,220000,159.845,160.14,158.64,159.1,8183839,0
META.US,60,20220801,160000,157.25,157.75,155.2301,157.36,4740671,0
META.US,60,20220801,170000,157.36,162.8798,157.1,162.4,6470098,0
META.US,60,20220801,180000,162.4,165.19,161.9511,164.69,5398877,0
META.US,60,20220801,190000,164.7039,164.7899,162.24,162.76,3557932,0
META.US,60,20220801,200000,162.74,163.11,160.5901,160.8275,3062723,0
META.US,60,20220801,210000,160.83,161.39,160.32,160.98,3083660,0
META.US,60,20220801,220000,160.97,161.24,159.43,159.93,5447769,0
META.US,60,20220802,160000,158.31,160.81,158.11,160.07,3531329,0
META.US,60,20220802,170000,160.04,161,158.01,160.5723,4087979,0
META.US,60,20220802,180000,160.565,161.28,159.68,160.69,2523014,0
META.US,60,20220802,190000,160.72,162.24,160.54,161.18,2445816,0
META.US,60,20220802,200000,161.18,161.38,158.99,159.78,2251243,0
META.US,60,20220802,210000,159.775,160.63,159.5,159.9701,1761503,0
META.US,60,20220802,220000,159.97,160.69,159.64,160.19,3424952,0
META.US,60,20220803,160000,162.7,166.85,161.57,166.01,4780732,0
META.US,60,20220803,170000,165.94,167.72,165.23,167.35,4519621,0
META.US,60,20220803,180000,167.34,169,167.34,168.6,3523285,0
META.US,60,20220803,190000,168.58,169.54,167.38,168.85,2571963,0
META.US,60,20220803,200000,168.86,169.265,167.25,167.6649,2205509,0
META.US,60,20220803,210000,167.679,168.6,167.22,168.4,1962568,0
META.US,60,20220803,220000,168.4,169.21,167.91,168.8,4686025,0
META.US,60,20220804,160000,168.295,172.15,167.61,170.255,3721592,0
META.US,60,20220804,170000,170.24,170.34,166.8,168.2996,3348503,0
META.US,60,20220804,180000,168.3,168.95,167.18,168.65,1956744,0
META.US,60,20220804,190000,168.65,169.71,168.3486,169.1,1880964,0
META.US,60,20220804,200000,169.1012,170.15,169.04,169.365,1303777,0
META.US,60,20220804,210000,169.36,169.97,168.85,169.8141,1269129,0
META.US,60,20220804,220000,169.8,170.79,169.58,170.57,3983492,0
META.US,60,20220805,160000,166.99,169.645,166.33,169.18,2447160,0
META.US,60,20220805,170000,169.18,171.612,168.55,169.7462,3621560,0
META.US,60,20220805,180000,169.72,169.75,166.47,166.66,3089012,0
META.US,60,20220805,190000,166.68,167.4,165.81,166.932,2783909,0
META.US,60,20220805,200000,166.95,167.79,166.2,166.45,2081212,0
META.US,60,20220805,210000,166.47,166.67,165.8,166.21,1612186,0
META.US,60,20220805,220000,166.21,167.35,165.95,167.11,4045508,0
META.US,60,20220808,160000,168,176,167.13,175.77,4463014,0
META.US,60,20220808,170000,175.77,177.51,172.5,172.87,4948121,0
META.US,60,20220808,180000,172.865,173.84,170.89,172.605,2959818,0
META.US,60,20220808,190000,172.59,173.09,171,171.76,2264726,0
META.US,60,20220808,200000,171.7606,172.38,171.2201,172.05,1541544,0
META.US,60,20220808,210000,172.05,172.07,170.32,170.67,1670240,0
META.US,60,20220808,220000,170.66,171.03,170.13,170.25,3044908,0
META.US,60,20220809,160000,168.95,169.53,166.911,167.14,2069809,0
META.US,60,20220809,170000,167.07,168.12,166.61,167.32,2296332,0
META.US,60,20220809,180000,167.35,168.44,166.7,167.66,2107828,0
META.US,60,20220809,190000,167.67,167.8473,166.89,167.34,1194186,0
META.US,60,20220809,200000,167.33,167.95,166.6,167.73,1387070,0
META.US,60,20220809,210000,167.7328,168.6,167.22,168.2458,1412444,0
META.US,60,20220809,220000,168.21,168.81,167.6702,168.53,3011385,0
META.US,60,20220810,160000,175.99,179.17,173.95,177.395,5321804,0
META.US,60,20220810,170000,177.38,178.8,175.8,178.66,3934195,0
META.US,60,20220810,180000,178.66,180.48,177.85,179.05,3971332,0
META.US,60,20220810,190000,179.05,179.72,178.22,178.65,2053059,0
META.US,60,20220810,200000,178.65,178.9099,177.93,178.3205,1685319,0
META.US,60,20220810,210000,178.35,178.36,177.24,177.41,1694539,0
META.US,60,20220810,220000,177.42,178.495,177.25,178.34,4247038,0
META.US,60,20220811,160000,179.71,182.1899,179.3,181.09,3095169,0
META.US,60,20220811,170000,181.09,183.09,179.96,180.5357,3572768,0
META.US,60,20220811,180000,180.545,180.99,177.27,178.32,3026784,0
META.US,60,20220811,190000,178.34,179.0384,178.1,178.81,1380095,0
META.US,60,20220811,200000,178.8499,179.275,177.96,178.295,1590845,0
META.US,60,20220811,210000,178.3098,178.3098,176.72,177.22,1643934,0
META.US,60,20220811,220000,177.22,177.73,176.37,177.5,2452398,0
META.US,60,20220812,160000,180.81,181.4572,179.13,180.38,2250547,0
META.US,60,20220812,170000,180.33,180.68,178.911,180.05,2658974,0
META.US,60,20220812,180000,180.0501,180.91,179.83,179.95,2413142,0
META.US,60,20220812,190000,179.95,180.59,179.83,180.0899,1515107,0
META.US,60,20220812,200000,180.09,180.46,179.29,179.59,1398186,0
META.US,60,20220812,210000,179.62,179.96,179.5,179.87,1321132,0
META.US,60,20220812,220000,179.875,180.5,179.71,180.5,4112523,0
META.US,60,20220815,160000,178.96,181.44,178.7878,180.765,2203522,0
META.US,60,20220815,170000,180.79,180.88,178.21,179.37,2408184,0
META.US,60,20220815,180000,179.36,181.1138,179.1337,180.9,1593450,0
META.US,60,20220815,190000,180.89,181.1828,180.46,181.0268,987297,0
META.US,60,20220815,200000,181.02,181.25,180.4,180.98,1064030,0
META.US,60,20220815,210000,180.9501,181.28,180.36,181.15,1096219,0
META.US,60,20220815,220000,181.15,181.39,180.56,180.89,2520234,0
META.US,60,20220816,160000,179.44,180.35,177.44,178.81,2680032,0
META.US,60,20220816,170000,178.81,179.38,177.035,177.7564,2705361,0
META.US,60,20220816,180000,177.75,180.1211,177.661,179.98,2287888,0
META.US,60,20220816,190000,179.98,180.05,178.4,179.22,1409460,0
META.US,60,20220816,200000,179.24,180.74,179.21,180.575,1426851,0
META.US,60,20220816,210000,180.58,180.99,177.99,178.723,1916745,0
META.US,60,20220816,220000,178.7,179.92,178.28,179.47,2594465,0
META.US,60,20220817,160000,176.76,178.14,175.38,176.6108,2310723,0
META.US,60,20220817,170000,176.62,177.17,174.68,174.8509,2482998,0
META.US,60,20220817,180000,174.845,175.2999,174.17,174.55,1815743,0
META.US,60,20220817,190000,174.55,175.76,174.5,175.345,1824720,0
META.US,60,20220817,200000,175.345,175.97,174.92,175.37,1057067,0
META.US,60,20220817,210000,175.38,177.59,175.16,176.2706,1964145,0
META.US,60,20220817,220000,176.25,176.7,174.54,174.85,3300600,0
META.US,60,20220818,160000,174.34,174.85,172.08,172.3913,2428053,0
META.US,60,20220818,170000,172.38,175.04,171.86,174.48,3441193,0
META.US,60,20220818,180000,174.48,175.76,174.02,175.4128,1792133,0
META.US,60,20220818,190000,175.43,175.71,174.1401,174.4882,1175851,0
META.US,60,20220818,200000,174.4863,175.75,174.34,175.2706,1106872,0
META.US,60,20220818,210000,175.27,175.7,174.76,175.34,1215292,0
META.US,60,20220818,220000,175.33,175.7308,174.2901,174.66,3175207,0
META.US,60,20220819,160000,170.2,172.32,169.58,170.01,3369833,0
META.US,60,20220819,170000,170,170.16,168.33,168.66,4021552,0
META.US,60,20220819,180000,168.655,168.87,167.68,168.08,2453877,0
META.US,60,20220819,190000,168.07,168.28,167.19,167.965,2353722,0
META.US,60,20220819,200000,167.97,168.35,167.05,168.13,2035910,0
META.US,60,20220819,210000,168.12,168.18,167.52,167.67,1228569,0
META.US,60,20220819,220000,167.69,168.47,167.34,167.96,3773417,0
META.US,60,20220822,160000,165.49,165.49,162.75,163.75,2494641,0
META.US,60,20220822,170000,163.69,163.9419,162.42,163.0976,2437322,0
META.US,60,20220822,180000,163.1,164.0469,162.92,163.8028,1689450,0
META.US,60,20220822,190000,163.82,163.9368,163.08,163.34,841468,0
META.US,60,20220822,200000,163.32,163.4,162.61,162.6631,1192687,0
META.US,60,20220822,210000,162.6672,163.27,162.26,162.89,1249075,0
META.US,60,20220822,220000,162.86,163.2341,162.46,163.11,4128593,0
META.US,60,20220823,160000,162.48,164.57,162.02,163.79,1773792,0
META.US,60,20220823,170000,163.76,165.05,162.3501,162.38,2593085,0
META.US,60,20220823,180000,162.38,162.738,161.58,161.837,1936304,0
META.US,60,20220823,190000,161.84,162.39,161.475,162.14,1308868,0
META.US,60,20220823,200000,162.1301,162.56,161.6,161.695,1145093,0
META.US,60,20220823,210000,161.71,162.2,161.22,161.45,1426538,0
META.US,60,20220823,220000,161.45,161.6501,160.7,161.11,3074746,0
META.US,60,20220824,160000,160.6,162.3,159.77,162.25,2636604,0
META.US,60,20220824,170000,162.2229,163.755,161.7801,163.12,2413759,0
META.US,60,20220824,180000,163.16,164.525,163.1077,164.41,1919987,0
META.US,60,20220824,190000,164.4,165.46,163.92,164.12,2211533,0
META.US,60,20220824,200000,164.1399,164.54,163.26,163.45,1215563,0
META.US,60,20220824,210000,163.44,163.91,163.2548,163.6447,1510899,0
META.US,60,20220824,220000,163.65,164.045,163.11,163.26,3560037,0
META.US,60,20220825,160000,165.18,166.864,164.02,166.73,1863601,0
META.US,60,20220825,170000,166.73,168.4801,166.64,167.54,2446896,0
META.US,60,20220825,180000,167.53,167.784,166.3153,166.93,1449851,0
META.US,60,20220825,190000,166.94,167.04,166.2,166.81,754944,0
META.US,60,20220825,200000,166.81,167.75,166.69,167.55,915713,0
META.US,60,20220825,210000,167.56,167.82,166.9582,167.35,822780,0
META.US,60,20220825,220000,167.35,168.88,167,168.78,3099787,0
META.US,60,20220826,160000,168.48,170.92,168.11,168.51,1799439,0
META.US,60,20220826,170000,168.42,170.3,164.16,164.64,3358511,0
META.US,60,20220826,180000,164.61,164.775,162.98,163.72,2413465,0
META.US,60,20220826,190000,163.73,164.015,162.9117,163.9,1795925,0
META.US,60,20220826,200000,163.89,163.92,162.73,162.945,1378944,0
META.US,60,20220826,210000,162.94,163.41,162.57,162.79,1468187,0
META.US,60,20220826,220000,162.79,163.1,161.6726,161.78,3439487,0
META.US,60,20220829,160000,160.655,162.65,160.41,161.515,2434667,0
META.US,60,20220829,170000,161.5,163.05,159.76,159.88,2511583,0
META.US,60,20220829,180000,159.85,160.76,159.4234,160.21,1703316,0
META.US,60,20220829,190000,160.26,161.15,159.96,160.6,1197808,0
META.US,60,20220829,200000,160.61,161.23,160.14,160.64,1002659,0
META.US,60,20220829,210000,160.645,160.68,159.75,160.225,1075989,0
META.US,60,20220829,220000,160.205,160.86,159.01,159.17,3462813,0
META.US,60,20220830,160000,160.355,161.66,159.01,159.09,2094945,0
META.US,60,20220830,170000,159.12,159.68,156.61,157.72,3167654,0
META.US,60,20220830,180000,157.68,157.92,156.851,157.335,1832561,0
